scene_id,difficulty,n_products,seed,status,product_ids,output_image,output_label
SYN_0581,hard,8,42581,PLANNED,,,
SYN_0582,hard,8,42582,PLANNED,,,
SYN_0583,hard,8,42583,PLANNED,,,
SYN_0584,hard,8,42584,PLANNED,,,
SYN_0585,hard,8,42585,PLANNED,,,
SYN_0586,hard,8,42586,PLANNED,,,
SYN_0587,hard,8,42587,PLANNED,,,
SYN_0588,hard,8,42588,PLANNED,,,
SYN_0589,hard,8,42589,PLANNED,,,
SYN_0590,hard,8,42590,PLANNED,,,
SYN_0591,extreme,9,42591,PLANNED,,,
SYN_0592,extreme,9,42592,PLANNED,,,
SYN_0593,extreme,9,42593,PLANNED,,,
SYN_0594,extreme,9,42594,PLANNED,,,
SYN_0595,extreme,9,42595,PLANNED,,,
SYN_0596,extreme,9,42596,PLANNED,,,
SYN_0597,extreme,9,42597,PLANNED,,,
SYN_0598,extreme,9,42598,PLANNED,,,
SYN_0599,extreme,9,42599,PLANNED,,,
SYN_0600,extreme,9,42600,PLANNED,,,
SYN_0601,extreme,9,42601,PLANNED,,,
SYN_0602,extreme,9,42602,PLANNED,,,
SYN_0603,extreme,9,42603,PLANNED,,,
SYN_0604,extreme,9,42604,PLANNED,,,
SYN_0605,extreme,9,42605,PLANNED,,,
SYN_0606,extreme,9,42606,PLANNED,,,
SYN_0607,extreme,9,42607,PLANNED,,,
SYN_0608,extreme,9,42608,PLANNED,,,
SYN_0609,extreme,9,42609,PLANNED,,,
SYN_0610,extreme,9,42610,PLANNED,,,
SYN_0611,extreme,10,42611,PLANNED,,,
SYN_0612,extreme,10,42612,PLANNED,,,
SYN_0613,extreme,10,42613,PLANNED,,,
SYN_0614,extreme,10,42614,PLANNED,,,
SYN_0615,extreme,10,42615,PLANNED,,,
SYN_0616,extreme,10,42616,PLANNED,,,
SYN_0617,extreme,10,42617,PLANNED,,,
SYN_0618,extreme,10,42618,PLANNED,,,
SYN_0619,extreme,10,42619,PLANNED,,,
SYN_0620,extreme,10,42620,PLANNED,,,
SYN_0621,extreme,10,42621,PLANNED,,,
SYN_0622,extreme,10,42622,PLANNED,,,
SYN_0623,extreme,10,42623,PLANNED,,,
SYN_0624,extreme,10,42624,PLANNED,,,
SYN_0625,extreme,10,42625,PLANNED,,,
SYN_0626,extreme,11,42626,PLANNED,,,
SYN_0627,extreme,11,42627,PLANNED,,,
SYN_0628,extreme,11,42628,PLANNED,,,
SYN_0629,extreme,11,42629,PLANNED,,,
SYN_0630,extreme,11,42630,PLANNED,,,
SYN_0631,extreme,11,42631,PLANNED,,,
SYN_0632,extreme,11,42632,PLANNED,,,
SYN_0633,extreme,11,42633,PLANNED,,,
SYN_0634,extreme,11,42634,PLANNED,,,
SYN_0635,extreme,11,42635,PLANNED,,,
SYN_0636,extreme,12,42636,PLANNED,,,
SYN_0637,extreme,12,42637,PLANNED,,,
SYN_0638,extreme,12,42638,PLANNED,,,
SYN_0639,extreme,12,42639,PLANNED,,,
SYN_0640,extreme,12,42640,PLANNED,,,
SYN_0641,extreme,12,42641,PLANNED,,,
SYN_0642,extreme,12,42642,PLANNED,,,
SYN_0643,extreme,12,42643,PLANNED,,,
SYN_0644,extreme,12,42644,PLANNED,,,
SYN_0645,extreme,12,42645,PLANNED,,,
SYN_0646,extreme,13,42646,PLANNED,,,
SYN_0647,extreme,13,42647,PLANNED,,,
SYN_0648,extreme,13,42648,PLANNED,,,
SYN_0649,extreme,13,42649,PLANNED,,,
SYN_0650,extreme,13,42650,PLANNED,,,
SYN_0651,extreme,14,42651,PLANNED,,,
SYN_0652,extreme,14,42652,PLANNED,,,
SYN_0653,extreme,14,42653,PLANNED,,,
SYN_0654,extreme,15,42654,PLANNED,,,
SYN_0655,extreme,15,42655,PLANNED,,,
